OID_	taz	HLTH_COUNT	town	ES_COUNT05	HLTH_COUNT05	HIED_COUNT05	ES_COUNT1	HLTH_COUNT1	HIED_COUNT1	HIED_COUNT	ES_DEN_TAZ	ES_DEN_1	ES_DEN_05	ES_COUNT	HIED_Count5	Shape_Length	Shape_Area	HLTH_COUNT05m	HIED_COUNT05m	ES_COUNT05m	HLTH_COUNT1m	HIED_COUNT1m	ES_COUNT1m	ES_DEN_05m	ES_DEN_1m
581	581		SOMERVILLE	30	1	0	105	5	4		29.66365474	33.42253805	38.19718634	2	46	2218.569549	174623.6688	1	0	30	5	4	105	38.19718634	33.42253805
582	582		SOMERVILLE	41	1	0	123	8	0		19.87833413	39.152116	52.20282133	2	47	2966.338195	260584.0202	1	0	41	8	0	123	52.20282133	39.152116
583	583		SOMERVILLE	42	1	0	110	7	0		134.5245093	35.01408748	53.47606088	10	46	2130.42667	192529.0881	1	0	42	7	0	110	53.47606088	35.01408748
584	584	2	SOMERVILLE	47	4	0	125	8	4		50.91736356	39.78873577	59.8422586	5	46	2302.522536	254332.5036	4	0	47	8	4	125	59.8422586	39.78873577
585	585		SOMERVILLE	39	4	0	125	8	5		23.47011699	39.78873577	49.65634224	2	46	2677.176293	220705.1726	4	0	39	8	5	125	49.65634224	39.78873577
586	586		SOMERVILLE	17	0	3	95	8	7		60.35503986	30.23943919	21.64507226	5	46	3310.417311	214562.704	0	3	17	8	7	95	21.64507226	30.23943919
587	587		SOMERVILLE	18	0	0	92	4	2		13.01242158	29.28450953	22.91831181	1	44	2211.534948	199039.671	0	0	18	4	2	92	22.91831181	29.28450953
588	588		SOMERVILLE	33	0	0	93	6	1		15.31088508	29.60281942	42.01690498	1	44	2136.509297	169159.9209	0	0	33	6	1	93	42.01690498	29.60281942
589	589		SOMERVILLE	15	1	1	75	4	2		68.90816739	23.87324146	19.09859317	5	42	1829.097761	187930.4158	1	1	15	4	2	75	19.09859317	23.87324146
590	590		SOMERVILLE	23	2	1	72	4	1		17.72102807	22.91831181	29.28450953	1	44	1505.529518	146153.3778	2	1	23	4	1	72	29.28450953	22.91831181
591	591	1	SOMERVILLE	18	1	1	67	3	1	1	82.75169135	21.32676237	22.91831181	9	42	2645.259941	281684.7923	1	1	18	3	1	67	22.91831181	21.32676237
592	592	1	SOMERVILLE	15	1	1	48	3	1	1	54.8035416	15.27887454	19.09859317	1	42	883.4094834	47259.50249	1	1	15	3	1	48	19.09859317	15.27887454
593	593		SOMERVILLE	12	1	1	46	3	1		0	14.64225476	15.27887454	0	42	1209.290673	70923.02753	1	1	12	3	1	46	15.27887454	14.64225476
594	594		SOMERVILLE	14	1	1	42	3	1		13.00644189	13.36901522	17.82535363	2	42	3872.360054	398262.3582	1	1	14	3	1	42	17.82535363	13.36901522
595	595	1	SOMERVILLE	14	1	1	49	3	1	1	19.7576051	15.59718442	17.82535363	1	42	1830.824875	131088.1606	1	1	14	3	1	49	17.82535363	15.59718442
596	596		SOMERVILLE	15	2	1	53	3	1		0	16.87042397	19.09859317	0	42	2300.045763	210063.6765	2	1	15	3	1	53	19.09859317	16.87042397
597	597		SOMERVILLE	16	2	0	56	3	1		12.49202813	17.82535363	20.37183272	1	42	1957.21056	207331.2743	2	0	16	3	1	56	20.37183272	17.82535363
598	598	1	SOMERVILLE	21	2	0	53	3	1		37.26682253	16.87042397	26.73803044	3	44	2025.205964	208495.4875	2	0	21	3	1	53	26.73803044	16.87042397
599	599	1	SOMERVILLE	18	3	1	72	3	1		90.50232409	22.91831181	22.91831181	10	42	2083.538356	286179.1823	3	1	18	3	1	72	22.91831181	22.91831181
600	600	1	SOMERVILLE	21	2	0	81	3	1		40.75324496	25.78310078	26.73803044	5	44	2406.25409	317764.6483	2	0	21	3	1	81	26.73803044	25.78310078
601	601	1	SOMERVILLE	25	2	0	78	3	1		41.20109708	24.82817112	31.83098862	4	44	2046.141601	251448.4607	2	0	25	3	1	78	31.83098862	24.82817112
602	602		SOMERVILLE	19	1	0	76	3	0		50.61596752	24.19155135	24.19155135	5	44	2193.378465	255846.9429	1	0	19	3	0	76	24.19155135	24.19155135
603	603		SOMERVILLE	16	0	0	69	5	0		45.26709708	21.96338215	20.37183272	3	44	1990.341651	171647.0645	0	0	16	5	0	69	20.37183272	21.96338215
604	604		SOMERVILLE	29	0	0	103	7	1		73.68422237	32.78591828	36.9239468	1	45	1122.113174	35149.83299	0	0	29	7	1	103	36.9239468	32.78591828
605	605		SOMERVILLE	36	0	0	111	8	1		125.0904446	35.33239737	45.83662361	12	45	2010.501712	248459.0843	0	0	36	8	1	111	45.83662361	35.33239737
606	606		SOMERVILLE	31	0	0	106	7	1		68.26021551	33.74084794	39.47042589	7	45	2519.918052	265600.0517	0	0	31	7	1	106	39.47042589	33.74084794
607	607		SOMERVILLE	28	0	0	108	8	3		122.7234599	34.37746771	35.65070725	16	46	2989.248086	337668.1996	0	0	28	8	3	108	35.65070725	34.37746771
608	608		SOMERVILLE	43	3	0	116	8	3		264.7232009	36.9239468	54.74930042	14	46	2099.553231	136972.6319	3	0	43	8	3	116	54.74930042	36.9239468
609	609		SOMERVILLE	17	0	0	105	9	6		182.6699575	33.42253805	21.64507226	8	46	2561.11524	113428.0928	0	0	17	9	6	105	21.64507226	33.42253805
610	610		SOMERVILLE	25	0	0	104	7	1		35.32825097	33.10422816	31.83098862	3	45	1889.25143	219936.2866	0	0	25	7	1	104	31.83098862	33.10422816
611	611		SOMERVILLE	19	0	0	88	5	2		41.72392228	28.01126998	24.19155135	4	45	2066.149173	248297.6641	0	0	19	5	2	88	24.19155135	28.01126998
612	612		SOMERVILLE	15	0	0	75	5	1		0	23.87324146	19.09859317	0	44	2278.635412	203600.3686	0	0	15	5	1	75	19.09859317	23.87324146
613	613		SOMERVILLE	15	1	0	84	6	2		24.07769678	26.73803044	19.09859317	3	45	2313.518577	322703.8035	1	0	15	6	2	84	19.09859317	26.73803044
614	614		SOMERVILLE	26	1	0	86	5	5		25.10749477	27.37465021	33.10422816	3	46	2398.6519	309467.9258	1	0	26	5	5	86	33.10422816	27.37465021
615	615		SOMERVILLE	14	1	0	62	3	1		39.49277552	19.73521294	17.82535363	6	44	2494.505106	393487.8837	1	0	14	3	1	62	17.82535363	19.73521294
616	616		SOMERVILLE	28	3	0	71	3	2		11.70739166	22.60000192	35.65070725	1	45	2106.380915	221226.7417	3	0	28	3	2	71	35.65070725	22.60000192
617	617		SOMERVILLE	27	3	0	64	3	1		94.259258	20.37183272	34.37746771	7	46	2062.994688	192340.9664	3	0	27	3	1	64	34.37746771	20.37183272
618	618	1	SOMERVILLE	23	1	0	53	3	1		74.80638637	16.87042397	29.28450953	6	44	2116.348094	207735.3207	1	0	23	3	1	53	29.28450953	16.87042397
619	619	1	SOMERVILLE	25	1	0	53	3	1		114.8960274	16.87042397	31.83098862	10	42	2466.241848	225420.1618	1	0	25	3	1	53	31.83098862	16.87042397
620	620		SOMERVILLE	12	1	1	51	2	2		56.0604701	16.2338042	15.27887454	6	43	2865.026141	277199.3998	1	1	12	2	2	51	15.27887454	16.2338042
621	621		SOMERVILLE	12	0	1	54	2	2		23.75790342	17.18873385	15.27887454	3	42	3357.092921	327047.5595	0	1	12	2	2	54	15.27887454	17.18873385
622	622		SOMERVILLE	9	0	0	51	2	2		26.96003411	16.2338042	11.4591559	2	41	1846.920053	192135.3734	0	0	9	2	2	51	11.4591559	16.2338042
623	623		SOMERVILLE	8	0	2	47	1	2		0	14.96056465	10.18591636	0	34	2292.331794	218918.1173	0	2	8	1	2	47	10.18591636	14.96056465
624	624		SOMERVILLE	7	0	1	30	0	2		37.37496394	9.549296586	8.912676813	6	24	3636.22559	415784.4456	0	1	7	0	2	30	8.912676813	9.549296586
625	625		CAMBRIDGE	11	0	3	98	9	4	2	6.233943242	31.19436885	14.00563499	1	47	3534.507522	415465.4622	0	3	11	9	4	98	14.00563499	31.19436885
626	626		CAMBRIDGE	16	1	2	93	7	5		57.04831727	29.60281942	20.37183272	2	47	1222.950132	90799.80739	1	2	16	7	5	93	20.37183272	29.60281942
627	627		CAMBRIDGE	21	3	2	88	6	7		73.4867138	28.01126998	26.73803044	1	47	1127.678652	35244.3044	3	2	21	6	7	88	26.73803044	28.01126998
628	628		CAMBRIDGE	21	4	2	108	8	8		0	34.37746771	26.73803044	0	47	2343.440445	237137.0038	4	2	21	8	8	108	26.73803044	34.37746771
629	629	1	CAMBRIDGE	26	1	0	100	6	4		213.1310544	31.83098862	33.10422816	7	47	1559.303503	85064.64167	1	0	26	6	4	100	33.10422816	31.83098862
630	630		CAMBRIDGE	20	1	2	92	8	3		136.6785217	29.28450953	25.46479089	4	47	1518.879825	75797.95502	1	2	20	8	3	92	25.46479089	29.28450953
631	631		CAMBRIDGE	21	1	2	100	8	4		117.0600095	31.83098862	26.73803044	4	47	1228.369601	88501.20963	1	2	21	8	4	100	26.73803044	31.83098862
632	632		CAMBRIDGE	28	1	0	102	9	4		110.6513421	32.46760839	35.65070725	5	48	1528.042867	117033.7413	1	0	28	9	4	102	35.65070725	32.46760839
633	633		CAMBRIDGE	32	2	0	98	8	3		22.15023163	31.19436885	40.74366543	1	48	1627.364645	116928.2631	2	0	32	8	3	98	40.74366543	31.19436885
634	634		CAMBRIDGE	26	1	0	98	10	4		42.25816579	31.19436885	33.10422816	1	48	1103.346336	61289.64809	1	0	26	10	4	98	33.10422816	31.19436885
635	635		CAMBRIDGE	24	2	0	97	10	5		96.08127132	30.87605896	30.55774907	3	48	1170.206952	80868.66695	2	0	24	10	5	97	30.55774907	30.87605896
636	636		CAMBRIDGE	20	0	1	94	7	5		66.46141178	29.9211293	25.46479089	3	47	1404.618227	116909.4084	0	1	20	7	5	94	25.46479089	29.9211293
637	637		CAMBRIDGE	15	1	0	94	7	6		91.1151003	29.9211293	19.09859317	4	48	1349.496463	113701.8168	1	0	15	7	6	94	19.09859317	29.9211293
638	638		CAMBRIDGE	18	1	1	90	9	4		91.01796265	28.64788976	22.91831181	5	48	1609.617476	142278.9543	1	1	18	9	4	90	22.91831181	28.64788976
639	639		CAMBRIDGE	12	1	0	102	7	6		56.03658783	32.46760839	15.27887454	1	48	1117.016327	46219.58993	1	0	12	7	6	102	15.27887454	32.46760839
640	640		CAMBRIDGE	13	2	1	88	9	5		111.7509742	28.01126998	16.55211408	3	48	1327.880426	69529.27605	2	1	13	9	5	88	16.55211408	28.01126998
641	641		CAMBRIDGE	11	1	1	117	11	10		0	37.24225668	14.00563499	0	48	2022.113166	237935.5659	1	1	11	11	10	117	14.00563499	37.24225668
642	642	1	CAMBRIDGE	9	1	1	105	9	6		25.37387596	33.42253805	11.4591559	2	48	1967.544221	204146.037	1	1	9	9	6	105	11.4591559	33.42253805
643	643		CAMBRIDGE	9	1	1	85	4	6	1	6.24116942	27.05634033	11.4591559	1	48	2709.125527	414984.4262	1	1	9	4	6	85	11.4591559	27.05634033
644	644		CAMBRIDGE	7	0	2	84	6	4		4.490036119	26.73803044	8.912676813	1	46	3076.568811	576830.1282	0	2	7	6	4	84	8.912676813	26.73803044
645	645		CAMBRIDGE	5	0	1	69	7	4		0	21.96338215	6.366197724	0	48	1593.400629	121112.5769	0	1	5	7	4	69	6.366197724	21.96338215
646	646		CAMBRIDGE	45	3	0	123	8	2		175.0323021	39.152116	57.29577951	9	48	1975.277468	133174.8067	3	0	45	8	2	123	57.29577951	39.152116
647	647		CAMBRIDGE	37	4	0	122	8	3		162.1803567	38.83380611	47.10986316	7	48	1399.75412	111788.6108	4	0	37	8	3	122	47.10986316	38.83380611
648	648		CAMBRIDGE	41	4	0	117	8	2		79.61593662	37.24225668	52.20282133	4	48	1534.841518	130124.1043	4	0	41	8	2	117	52.20282133	37.24225668
649	649		CAMBRIDGE	33	2	0	108	7	3		23.24656393	34.37746771	42.01690498	1	48	1497.29611	111413.8037	2	0	33	7	3	108	42.01690498	34.37746771
650	650		CAMBRIDGE	34	2	1	103	7	2		18.12848447	32.78591828	43.29014452	1	48	1717.246599	142868.4298	2	1	34	7	2	103	43.29014452	32.78591828
651	651		CAMBRIDGE	47	4	0	122	8	3		89.92377974	38.83380611	59.8422586	6	48	1832.781948	172812.2273	4	0	47	8	3	122	59.8422586	38.83380611
652	652		CAMBRIDGE	26	2	1	91	7	1		0	28.96619964	33.10422816	0	48	1045.809359	69045.68585	2	1	26	7	1	91	33.10422816	28.96619964
653	653	1	CAMBRIDGE	32	2	1	98	8	2		73.43957029	31.19436885	40.74366543	6	48	1886.367269	211601.5739	2	1	32	8	2	98	40.74366543	31.19436885
654	654		CAMBRIDGE	36	2	0	89	7	2		361.1954609	28.32957987	45.83662361	7	49	1184.858189	50194.1988	2	0	36	7	2	89	45.83662361	28.32957987
655	655		CAMBRIDGE	27	3	1	87	8	3		108.6088041	27.6929601	34.37746771	5	48	1809.163547	119234.7219	3	1	27	8	3	87	34.37746771	27.6929601
656	656		CAMBRIDGE	31	2	0	80	7	3		79.87400383	25.46479089	39.47042589	2	49	1096.634513	64851.84131	2	0	31	7	3	80	39.47042589	25.46479089
657	657		CAMBRIDGE	29	2	1	84	6	3		235.4020602	26.73803044	36.9239468	5	49	1065.931138	55012.01027	2	1	29	6	3	84	36.9239468	26.73803044
658	658		CAMBRIDGE	19	1	1	79	6	3		0	25.14648101	24.19155135	0	48	1283.046576	91857.5006	1	1	19	6	3	79	24.19155135	25.14648101
659	659		CAMBRIDGE	18	0	0	66	5	3		0	21.00845249	22.91831181	0	49	1614.759008	137958.0719	0	0	18	5	3	66	22.91831181	21.00845249
660	660		CAMBRIDGE	5	0	0	74	5	3		13.70060047	23.55493158	6.366197724	1	48	1984.755296	189041.9414	0	0	5	5	3	74	6.366197724	23.55493158
661	661	2	CAMBRIDGE	41	5	0	123	7	2		387.4250113	39.152116	52.20282133	10	46	1456.122128	66851.33987	5	0	41	7	2	123	52.20282133	39.152116
662	662	2	CAMBRIDGE	47	5	1	124	8	5		74.85422161	39.47042589	59.8422586	5	46	1619.938484	173002.1403	5	1	47	8	5	124	59.8422586	39.47042589
663	663	1	CAMBRIDGE	49	5	1	119	9	3		112.9915398	37.87887646	62.38873769	6	48	1490.995075	137531.7894	5	1	49	9	3	119	62.38873769	37.87887646
664	664		CAMBRIDGE	38	2	1	87	8	5		195.3439119	27.6929601	48.3831027	4	49	1101.745597	53034.42702	2	1	38	8	5	87	48.3831027	27.6929601
665	665		CAMBRIDGE	35	2	1	81	7	4		157.583121	25.78310078	44.56338407	5	49	1245.53843	82178.47487	2	1	35	7	4	81	44.56338407	25.78310078
666	666		CAMBRIDGE	30	1	0	76	6	5		0	24.19155135	38.19718634	0	49	1865.425497	211393.6051	1	0	30	6	5	76	38.19718634	24.19155135
667	667		CAMBRIDGE	12	0	0	70	3	4		14.93542496	22.28169203	15.27887454	1	48	1699.291569	173412.415	0	0	12	3	4	70	15.27887454	22.28169203
668	668		CAMBRIDGE	10	0	0	82	3	3		15.7526018	26.10141067	12.73239545	2	48	2262.263056	328833.0579	0	0	10	3	3	82	12.73239545	26.10141067
669	669		CAMBRIDGE	13	0	0	80	6	4		47.89921158	25.46479089	16.55211408	3	48	1748.857236	162214.869	0	0	13	6	4	80	16.55211408	25.46479089
670	670		CAMBRIDGE	24	0	1	89	8	4		87.38651787	28.32957987	30.55774907	5	49	1807.246853	148191.5159	0	1	24	8	4	89	30.55774907	28.32957987
671	671		CAMBRIDGE	24	1	1	83	8	6		58.48437889	26.41972055	30.55774907	2	48	1231.618135	88570.25276	1	1	24	8	6	83	30.55774907	26.41972055
672	672		CAMBRIDGE	29	1	1	84	8	6	1	45.60454468	26.73803044	36.9239468	2	49	1752.646952	113584.6494	1	1	29	8	6	84	36.9239468	26.73803044
673	673		CAMBRIDGE	27	2	1	85	8	8	1	48.90818572	27.05634033	34.37746771	1	47	1397.449365	52956.12732	2	1	27	8	8	85	34.37746771	27.05634033
674	674		CAMBRIDGE	40	5	1	104	8	7	1	102.7832286	33.10422816	50.92958179	5	47	1561.673598	125992.7395	5	1	40	8	7	104	50.92958179	33.10422816
675	675		CAMBRIDGE	37	5	2	117	8	8		62.04895591	37.24225668	47.10986316	3	47	1831.632438	125223.1277	5	2	37	8	8	117	47.10986316	37.24225668
676	676	1	CAMBRIDGE	30	5	2	119	8	8		44.19276405	37.87887646	38.19718634	2	47	1398.678398	117213.221	5	2	30	8	8	119	38.19718634	37.87887646
677	677	2	CAMBRIDGE	27	4	1	120	8	7		119.8652042	38.19718634	34.37746771	5	46	1487.618799	108037.5297	4	1	27	8	7	120	34.37746771	38.19718634
678	678	1	CAMBRIDGE	22	3	3	114	8	7	1	51.51051975	36.28732702	28.01126998	5	47	2417.75478	251403.8028	3	3	22	8	7	114	28.01126998	36.28732702
679	679	1	CAMBRIDGE	20	3	2	106	8	8	1	204.5361748	33.74084794	25.46479089	6	47	1264.546987	75976.43146	3	2	20	8	8	106	25.46479089	33.74084794
680	680		CAMBRIDGE	23	3	4	99	7	8		34.68604727	31.51267873	29.28450953	1	47	1126.363428	74669.45109	3	4	23	7	8	99	29.28450953	31.51267873
681	681		CAMBRIDGE	25	3	3	100	8	8	1	0	31.83098862	31.83098862	0	47	1360.611011	69327.49863	3	3	25	8	8	100	31.83098862	31.83098862
682	682		CAMBRIDGE	23	1	5	82	8	8		34.95770804	26.10141067	29.28450953	1	48	1125.778639	74089.18536	1	5	23	8	8	82	29.28450953	26.10141067
683	683		CAMBRIDGE	20	1	3	75	8	8		33.25039516	23.87324146	25.46479089	2	48	1791.239694	155786.907	1	3	20	8	8	75	25.46479089	23.87324146
684	684		CAMBRIDGE	14	1	5	60	8	8	1	20.40274683	19.09859317	17.82535363	1	48	1477.521627	126943.1088	1	5	14	8	8	60	17.82535363	19.09859317
685	685		CAMBRIDGE	10	1	3	54	7	8	1	53.18918448	17.18873385	12.73239545	2	48	1302.588261	97387.77293	1	3	10	7	8	54	12.73239545	17.18873385
686	686		CAMBRIDGE	10	3	4	50	6	8		45.2247571	15.91549431	12.73239545	1	49	980.7596284	57269.25419	3	4	10	6	8	50	12.73239545	15.91549431
687	687		CAMBRIDGE	11	2	5	54	5	8		85.44624975	17.18873385	14.00563499	2	48	1085.101617	60622.6281	2	5	11	5	8	54	14.00563499	17.18873385
688	688	1	CAMBRIDGE	12	2	6	57	5	8		677.1346978	18.14366351	15.27887454	5	48	620.6139929	19124.61523	2	6	12	5	8	57	15.27887454	18.14366351
689	689	1	CAMBRIDGE	14	2	7	73	8	8		584.4654125	23.23662169	17.82535363	4	48	529.2715638	17725.51843	2	7	14	8	8	73	17.82535363	23.23662169
690	690		CAMBRIDGE	21	2	5	82	8	8		0	26.10141067	26.73803044	0	48	1264.674272	52702.88244	2	5	21	8	8	82	26.73803044	26.10141067
691	691	1	CAMBRIDGE	17	3	7	81	8	8	1	83.66960029	25.78310078	21.64507226	4	47	1547.040144	123819.7912	3	7	17	8	8	81	21.64507226	25.78310078
692	692	1	CAMBRIDGE	12	2	6	62	7	8		508.5475221	19.73521294	15.27887454	4	48	575.0970132	20371.65061	2	6	12	7	8	62	15.27887454	19.73521294
693	693		CAMBRIDGE	12	2	6	60	6	8	1	42.25552948	19.09859317	15.27887454	1	48	1162.745924	61293.47193	2	6	12	6	8	60	15.27887454	19.09859317
694	694	1	CAMBRIDGE	15	2	5	58	7	8	2	28.66995804	18.4619734	19.09859317	2	47	1981.04766	180676.1005	2	5	15	7	8	58	19.09859317	18.4619734
695	695		CAMBRIDGE	16	1	5	74	7	7	1	46.48360891	23.55493158	20.37183272	1	47	965.3969255	55718.30954	1	5	16	7	7	74	20.37183272	23.55493158
696	696	1	CAMBRIDGE	17	2	5	74	9	8	3	53.16598173	23.55493158	21.64507226	3	47	1837.416114	146145.4125	2	5	17	9	8	74	21.64507226	23.55493158
697	697		CAMBRIDGE	25	3	5	95	8	8		17.99286754	30.23943919	31.83098862	1	47	1609.959316	143945.2664	3	5	25	8	8	95	31.83098862	30.23943919
698	698		CAMBRIDGE	21	2	4	87	8	7		50.27643413	27.6929601	26.73803044	4	47	2022.794387	206059.8095	2	4	21	8	7	87	26.73803044	27.6929601
699	699		CAMBRIDGE	18	2	3	70	7	6		121.1296582	22.28169203	22.91831181	4	47	1179.525769	85527.79388	2	3	18	7	6	70	22.91831181	22.28169203
700	700		CAMBRIDGE	13	1	4	64	6	6		0	20.37183272	16.55211408	0	48	1107.142742	74958.43084	1	4	13	6	6	64	16.55211408	20.37183272
701	701		CAMBRIDGE	10	1	2	53	5	6	1	24.04762526	16.87042397	12.73239545	1	49	1749.656389	107702.448	1	2	10	5	6	53	12.73239545	16.87042397
702	702		CAMBRIDGE	14	0	1	69	8	6		23.77307583	21.96338215	17.82535363	2	48	1992.595673	217892.5545	0	1	14	8	6	69	17.82535363	21.96338215
703	703	1	CAMBRIDGE	20	2	2	72	6	5		56.26112598	22.91831181	25.46479089	6	47	2475.274348	276210.7653	2	2	20	6	5	72	25.46479089	22.91831181
704	704		CAMBRIDGE	24	2	0	65	6	4		34.84250985	20.6901426	30.55774907	2	48	1989.307181	148668.286	2	0	24	6	4	65	30.55774907	20.6901426
705	705		CAMBRIDGE	15	1	0	53	6	3		22.64208551	16.87042397	19.09859317	2	48	2167.65784	228776.4623	1	0	15	6	3	53	19.09859317	16.87042397
706	706		CAMBRIDGE	14	2	0	53	6	1		31.09199659	16.87042397	17.82535363	5	48	3131.415699	416503.9873	2	0	14	6	1	53	17.82535363	16.87042397
707	707		CAMBRIDGE	9	0	0	39	5	2		30.72020273	12.41408556	11.4591559	4	49	2565.544447	337235.8097	0	0	9	5	2	39	11.4591559	12.41408556
708	708		CAMBRIDGE	10	2	3	49	5	7	1	9.982719382	15.59718442	12.73239545	1	49	2290.718824	259447.1517	2	3	10	5	7	49	12.73239545	15.59718442
709	709		CAMBRIDGE	7	1	0	33	5	5		14.11463843	10.50422624	8.912676813	2	49	2506.615825	366993.1928	1	0	7	5	5	33	8.912676813	10.50422624
710	710		CAMBRIDGE	4	1	1	36	4	7		0	11.4591559	5.092958179	0	49	3169.205412	360336.5354	1	1	4	4	7	36	5.092958179	11.4591559
711	711	1	CAMBRIDGE	1	1	0	37	6	6		30.90068674	11.77746579	1.273239545	1	48	1480.203077	83816.52267	1	0	1	6	6	37	1.273239545	11.77746579
712	712		CAMBRIDGE	3	2	0	41	5	4		0	13.05070533	3.819718634	0	47	4100.084001	678152.0479	2	0	3	5	4	41	3.819718634	13.05070533
713	713		CAMBRIDGE	6	0	0	27	3	0		4.05323883	8.594366927	7.639437268	1	48	4207.84302	638992.2279	0	0	6	3	0	27	7.639437268	8.594366927
714	714		CAMBRIDGE	5	0	0	30	3	0		86.46520756	9.549296586	6.366197724	4	47	1612.716681	119816.4294	0	0	5	3	0	30	6.366197724	9.549296586
715	715		CAMBRIDGE	5	0	0	30	2	0		3.277554131	9.549296586	6.366197724	1	43	4169.947826	790219.7818	0	0	5	2	0	30	6.366197724	9.549296586
716	716	1	CAMBRIDGE	24	2	0	70	4	5		293.269034	22.28169203	30.55774907	4	45	828.5221212	35325.76317	2	0	24	4	5	70	30.55774907	22.28169203
717	717	1	CAMBRIDGE	29	3	0	66	4	3		52.66363962	21.00845249	36.9239468	4	45	1978.210356	196719.2643	3	0	29	4	3	66	36.9239468	21.00845249
718	718		CAMBRIDGE	23	2	0	62	5	0		73.55255504	19.73521294	29.28450953	7	47	2259.213892	246489.286	2	0	23	5	0	62	29.28450953	19.73521294
719	719		CAMBRIDGE	10	0	0	50	4	0		0	15.91549431	12.73239545	0	43	3171.870498	394924.5844	0	0	10	4	0	50	12.73239545	15.91549431
720	720		CAMBRIDGE	8	0	0	58	5	0		14.38872262	18.4619734	10.18591636	2	45	2520.302139	360002.5073	0	0	8	5	0	58	10.18591636	18.4619734
721	721		CAMBRIDGE	22	2	0	60	5	1		10.91387326	19.09859317	28.01126998	1	47	2246.8809	237311.5436	2	0	22	5	1	60	28.01126998	19.09859317
722	722		CAMBRIDGE	12	2	0	54	5	0		18.24945094	17.18873385	15.27887454	1	46	1656.416819	141921.4265	2	0	12	5	0	54	15.27887454	17.18873385
723	723		CAMBRIDGE	9	2	0	37	3	0		25.29699376	11.77746579	11.4591559	1	46	1867.969939	102383.2371	2	0	9	3	0	37	11.4591559	11.77746579
724	724	2	CAMBRIDGE	10	2	0	34	2	0		143.1400807	10.82253613	12.73239545	4	46	1234.176121	72376.32107	2	0	10	2	0	34	12.73239545	10.82253613
725	725	2	CAMBRIDGE	10	2	0	29	2	0		20.27034483	9.230986699	12.73239545	4	45	3193.921015	511089.1071	2	0	10	2	0	29	12.73239545	9.230986699
726	726		CAMBRIDGE	7	1	0	19	2	0		11.77827123	6.047887837	8.912676813	3	37	3607.791667	659686.3137	1	0	7	2	0	19	8.912676813	6.047887837
727	727		CAMBRIDGE	10	2	0	27	2	0		11.9760606	8.594366927	12.73239545	2	39	3619.179666	432527.5561	2	0	10	2	0	27	12.73239545	8.594366927
728	728		CAMBRIDGE	5	0	0	23	2	0		0	7.321127382	6.366197724	0	34	2234.207619	240841.6634	0	0	5	2	0	23	6.366197724	7.321127382
729	729		BROOKLINE	12	0	0	91	12	6		15.40192904	28.96619964	15.27887454	3	48	2975.105377	504479.9461	0	0	12	12	6	91	15.27887454	28.96619964
730	730		BROOKLINE	34	3	0	107	11	2		29.11540038	34.05915782	43.29014452	4	48	2746.975178	355823.8014	3	0	34	11	2	107	43.29014452	34.05915782
731	731		BROOKLINE	49	3	0	106	4	1		22.40060373	33.74084794	62.38873769	3	48	2454.916136	346864.0588	3	0	49	4	1	106	62.38873769	33.74084794
732	732		BROOKLINE	43	1	0	107	5	1		8.96407137	34.05915782	54.74930042	1	47	2734.396752	288929.885	1	0	43	5	1	107	54.74930042	34.05915782
733	733		BROOKLINE	16	1	1	106	5	1	1	5.435846413	33.74084794	20.37183272	1	47	2891.00507	476464.5491	1	1	16	5	1	106	20.37183272	33.74084794
734	734	2	BROOKLINE	27	2	0	110	10	1		320.8187733	35.01408748	34.37746771	20	48	2093.267309	161461.1317	2	0	27	10	1	110	34.37746771	35.01408748
735	735	1	BROOKLINE	31	5	0	101	13	8		45.84939694	32.1492985	39.47042589	7	47	2962.022585	395423.2331	5	0	31	13	8	101	39.47042589	32.1492985
736	736		BROOKLINE	43	7	0	91	12	7		10.53378785	28.96619964	54.74930042	1	47	2077.25136	245874.3377	7	0	43	12	7	91	54.74930042	28.96619964
737	737		BROOKLINE	38	2	0	98	11	4		65.83925506	31.19436885	48.3831027	7	47	2170.994894	275366.3716	2	0	38	11	4	98	48.3831027	31.19436885
738	738		BROOKLINE	31	2	1	94	4	1	1	52.12194368	29.9211293	39.47042589	4	48	2501.479149	198763.7396	2	1	31	4	1	94	39.47042589	29.9211293
739	739		BROOKLINE	12	0	1	69	3	1		16.142871	21.96338215	15.27887454	2	46	3068.590674	320883.2072	0	1	12	3	1	69	15.27887454	21.96338215
740	740		BROOKLINE	11	0	1	38	0	1		43.81684886	12.09577567	14.00563499	4	45	3788.664668	236437.6424	0	1	11	0	1	38	14.00563499	12.09577567
741	741		BROOKLINE	7	0	1	72	2	1		17.90001044	22.91831181	8.912676813	3	46	2778.005943	434075.9664	0	1	7	2	1	72	8.912676813	22.91831181
742	742		BROOKLINE	19	0	0	58	6	1		64.81187654	18.4619734	24.19155135	9	47	3157.125029	359654.6534	0	0	19	6	1	58	24.19155135	18.4619734
743	743		BROOKLINE	29	1	0	71	10	3		156.294942	22.60000192	36.9239468	9	47	1957.034982	149140.4181	1	0	29	10	3	71	36.9239468	22.60000192
